App Name,Category,Rating,Free,Price,Installs,Size,Content Rating,Ad Supported,In App Purchases
Qfit,Health & Fitness,0.0,True,0.0,100+,19M,Everyone,False,False
"Book, The Kellys and the O'Kellys",Books & Reference,0.0,True,0.0,1+,7.6M,Teen,True,False
Notes,Personalization,0.0,True,0.0,5+,11M,Everyone,False,False
Career English Adda,Education,4.9,True,0.0,"1,000+",38M,Everyone,False,False
Guía para un Video Marketing Efectivo,Education,0.0,True,0.0,50+,2.5M,Everyone,True,False
HooneyMommy Stokist,Health & Fitness,0.0,True,0.0,10+,13M,Everyone,True,False
Motorcycle Insurance Calculator FREE,Productivity,4.2,True,0.0,"1,000+",4.6M,Everyone,True,False
Bungee Up Barcelona,Lifestyle,0.0,True,0.0,50+,33M,Everyone,False,False
AudioFit,Sports,3.6,True,0.0,"10,000+",10M,Everyone,False,False
Nucleus Chomu,Education,4.0,True,0.0,500+,37M,Everyone,False,False
ChatsPub,Communication,4.5,True,0.0,50+,8.8M,Mature 17+,True,False
Jamaica Observer News,News & Magazines,4.5,True,0.0,"5,000+",32M,Everyone,True,False
"Walltone – HD Wallpapers ,4K Background & Ringtone",Personalization,4.4,True,0.0,"1,000+",12M,Everyone,True,False
Mongolian keyboard : Mongolian Language Keyboard,Personalization,4.1,True,0.0,"10,000+",9.3M,Everyone,True,False
StealthMail,Communication,0.0,True,0.0,100+,18M,Everyone,False,False
Our Valley Pharmacy Alpine,Health & Fitness,0.0,True,0.0,10+,4.8M,Everyone,False,False
Dragon Era - RPG Card Slots,Role Playing,3.6,True,0.0,"1,000,000+",50M,Teen,False,True
Jâhiz,Education,3.9,True,0.0,"5,000+",81M,Everyone,False,True
Sapphire International School,Education,3.9,True,0.0,"5,000+",28M,Everyone,False,False
驚愕！脱出アプリゲーム：サクラタンテイブ,Adventure,3.1,True,0.0,"5,000+",65M,Teen,True,True
SlapKing,Racing,0.0,True,0.0,100+,10M,Everyone,False,False
Köşk Kasap & Burger,Shopping,0.0,True,0.0,10+,11M,Everyone,False,False
The Rumbling Bald Resort,Lifestyle,0.0,True,0.0,100+,44M,Everyone,False,False
الرقية الشرعية للعين والحسد سعود الفايز بدون نت,Entertainment,4.6,True,0.0,"5,000+",15M,Everyone,True,False
Science of Inheritance in Islam,Books & Reference,0.0,True,0.0,100+,3.8M,Everyone,True,False
Hazel's Beverage World,Shopping,3.7,True,0.0,"1,000+",24M,Mature 17+,False,False
Quote of the Day,Entertainment,4.1,True,0.0,"1,000+",5.5M,Everyone,True,False
Waiting For The Tooth Fairy Bedtime Fun Adventure,Casual,4.1,True,0.0,"10,000+",29M,Everyone,True,False
아가티비,Comics,0.0,True,0.0,10+,2.7M,Everyone,True,False
Mothernode CRM,Business,0.0,True,0.0,100+,1.4M,Everyone,False,False
quotes on my pic & quotes app 2021,Entertainment,3.5,True,0.0,"10,000+",7.8M,Everyone,True,False
Photo 4K Editor,Photography,0.0,True,0.0,50+,24M,Everyone,True,False
iAmbato,Communication,2.8,True,0.0,500+,89M,Everyone,False,False
National CAP Events,Business,0.0,True,0.0,500+,107M,Teen,False,False
Microphone Manager - Hear Boost ( mic to pc ),Tools,3.6,True,0.0,"10,000+",3.6M,Everyone,True,True
💖 Photo Editor - Filter for Snapchat - Pic Editor,Beauty,3.9,True,0.0,"1,000+",20M,Everyone,True,False
Science X Solutions for NCERT,Books & Reference,4.4,True,0.0,"100,000+",6.0M,Everyone,True,False
Drench Fitness Training,Health & Fitness,0.0,True,0.0,100+,28M,Everyone,False,False
Yahoo OneSearch,Books & Reference,4.2,True,0.0,"100,000+",6.6M,Everyone,True,False
Civic Kitty,Business,0.0,True,0.0,5+,45M,Everyone,False,False
Splitify - Split bills Manage Group Expenses,Finance,3.9,True,0.0,"10,000+",16M,Everyone,False,False
Japanese Hot Massage Video,Entertainment,4.2,True,0.0,"100,000+",9.0M,Mature 17+,True,False
Women's Sandal Design,Art & Design,0.0,True,0.0,"1,000+",2.5M,Everyone,True,False
Computer Shortcut Keys,Education,5.0,True,0.0,"1,000+",4.4M,Everyone,True,False
כמה לשים,Events,4.7,True,0.0,"1,000+",2.5M,Everyone,False,False
Dangdut Koplo Adella Offline Terbaru 2021,Music & Audio,4.3,True,0.0,500+,99M,Everyone,True,False
C Language Quiz,Education,3.9,True,0.0,"10,000+",1.6M,Everyone,True,False
Pinjam Syariah-Pinjam cepat cair dana syariah Info,Finance,3.5,True,0.0,"10,000+",6.2M,Everyone,True,False
"Exam Timer : Effortless, Easy",Productivity,0.0,True,0.0,10+,17M,Everyone,True,False
Pafford PCGs,Medical,0.0,True,0.0,50+,47M,Everyone 10+,False,False
Dört Nokta,Arcade,4.7,True,0.0,100+,6.6M,Everyone,True,False
Protect Balloon,Action,0.0,True,0.0,10+,27M,Everyone,True,False
Beginners Yoga Poses,Entertainment,0.0,True,0.0,50+,4.0M,Everyone,True,False
VR Spaceship,Entertainment,3.5,True,0.0,"100,000+",57M,Everyone,True,True
Golden ball theme Galaxy note p6 mate redmi 2019,Art & Design,4.7,True,0.0,"5,000+",2.4M,Everyone,True,False
"Guru Nanak Public School,Dalhousie",Lifestyle,4.3,True,0.0,"1,000+",34M,Everyone,False,False
JOURNEYMAN  ELECTRICIAN  FlashCards,Education,4.2,True,0.0,"5,000+",4.1M,Everyone,True,False
Cosmic Nootropic Shop,Health & Fitness,0.0,True,0.0,100+,8.5M,Everyone,False,False
ODYA: Temporarily share my location with friends,Communication,0.0,True,0.0,1+,6.5M,Everyone,False,False
Gas Cafe,Food & Drink,0.0,True,0.0,10+,8.2M,Everyone,False,False
"Live FootBall- All FootBall Scores, News & Video",Sports,0.0,True,0.0,100+,586k,Everyone,False,False
English - Kurdish Translator,Education,3.5,True,0.0,"1,000+",2.0M,Everyone,True,False
Café Monarchie,Business,0.0,True,0.0,1+,40M,Everyone,False,False
Baglamukhi Mantra,Music & Audio,4.9,True,0.0,"10,000+",9.5M,Everyone,True,False
WikiCultureCity,Travel & Local,0.0,True,0.0,100+,57M,Everyone,False,False
Forever Lean,Health & Fitness,0.0,True,0.0,10+,149M,Everyone,False,False
Crowd Chase 2,Arcade,0.0,True,0.0,10+,31M,Everyone,True,False
Space Profit,Business,3.8,True,0.0,"10,000+",20M,Everyone,True,False
１０を作ろう　藤井聡太棋士も子供の頃にやっていた脳トレ！算数・数字パズルゲーム！,Educational,3.7,True,0.0,"1,000+",5.6M,Everyone,True,False
Learn SQL Advanced.,Education,0.0,True,0.0,500+,3.3M,Everyone,True,False
Hannover Tourist Map Offline,Maps & Navigation,0.0,True,0.0,100+,5.5M,Everyone 10+,True,False
Solitaire,Casual,0.0,True,0.0,50+,11M,Everyone,True,False
PTI Personal,Medical,0.0,True,0.0,10+,3.5M,Everyone,False,False
Alltown Insiders,Maps & Navigation,3.2,True,0.0,"1,000+",47M,Everyone,False,False
Preposition (A.P) and Tense+ En to Bn,Education,5.0,True,0.0,10+,22M,Everyone,True,False
Study Computer,Education,4.8,True,0.0,100+,18M,Everyone,False,False
"Astroniti: Astrology, Daily Horoscope & Prediction",Lifestyle,4.3,True,0.0,"1,000+",Varies with device,Everyone,False,True
CheckEdu - La forma más práctica de estudiar,Education,0.0,True,0.0,"1,000+",7.3M,Everyone,False,False
Mudras,Health & Fitness,4.6,True,0.0,"10,000+",9.3M,Everyone,False,False
Knockbee - Online Shopping App,Shopping,0.0,True,0.0,50+,1.8M,Everyone,False,False
Tap Healer - Healing Touch,Role Playing,4.4,True,0.0,"5,000+",36M,Everyone,False,False
Connectors and pinouts,Books & Reference,2.9,True,0.0,"5,000+",3.7M,Everyone,True,False
Khana Monkey,Health & Fitness,0.0,True,0.0,1+,30M,Everyone,False,False
Wooden Labyrinth - Maze,Puzzle,2.9,True,0.0,500+,18M,Everyone,True,False
HMG VR,Business,0.0,True,0.0,10+,25M,Everyone,False,False
OpenRice,Food & Drink,4.7,True,0.0,"1,000,000+",89M,Everyone,True,False
Pilates&More מור שבת בצלאל,Sports,5.0,True,0.0,500+,10M,Everyone,False,False
SOS KARMA,Productivity,0.0,True,0.0,50+,22M,Everyone,False,False
Jonesville Community Schools,Education,0.0,True,0.0,100+,34M,Everyone,False,False
Relax Mountain,Music & Audio,0.0,True,0.0,100+,40M,Everyone,True,False
EYE-TRACK timing,Sports,0.0,True,0.0,"1,000+",11M,Everyone,False,False
Redozator,Tools,0.0,True,0.0,50+,50M,Everyone,True,False
Super Heroes And Villains,Entertainment,0.0,True,0.0,1+,6.0M,Everyone,False,False
MPS Cinemas,Entertainment,5.0,True,0.0,100+,5.4M,Everyone,False,False
💕😍 WAStickerApps - Love stickers,Communication,4.5,True,0.0,"100,000+",22M,Everyone,True,False
Tower Twist,Casual,0.0,True,0.0,"1,000+",Varies with device,Everyone,True,True
Moon Skins for Minecraft,Personalization,0.0,True,0.0,100+,17M,Teen,False,True
Sudoku,Puzzle,5.0,True,0.0,100+,2.0M,Everyone,False,False
Baby Swing Design,Art & Design,0.0,True,0.0,500+,2.8M,Everyone,True,False
San Francisco Chronicle News,News & Magazines,4.2,True,0.0,"10,000+",18M,Everyone,True,True
Snesmusic(RK),Entertainment,3.8,True,0.0,"5,000+",8.6M,Everyone,True,False
Geox XLED,Entertainment,2.8,True,0.0,"100,000+",16M,Everyone,False,False
Synergy MDML,Business,0.0,True,0.0,100+,12M,Everyone,False,False
星雲大師全集,Books & Reference,4.8,True,0.0,"10,000+",5.8M,Everyone,False,False
Iditarod® The Official App,Lifestyle,4.1,True,0.0,"10,000+",6.0M,Everyone,True,False
MapaMagic,Travel & Local,3.0,True,0.0,"10,000+",6.2M,Everyone,False,False
Train Builder - Train simulator & driving Games,Educational,4.2,True,0.0,"1,000,000+",61M,Everyone,False,True
Plumber Service Report,Productivity,4.9,True,0.0,"1,000+",1.3M,Everyone,False,False
Genius Baldacci,Casual,0.0,True,0.0,10+,32M,Everyone,False,False
Merry Christmas and Happy New Year 2021,Lifestyle,2.2,True,0.0,"10,000+",4.0M,Teen,True,False
Orbic White Icons Pack,Personalization,0.0,False,1.99,10+,55M,Everyone,False,True
Pelvoux-Vallouise,Entertainment,4.6,True,0.0,100+,41M,Everyone,True,True
Meet - verified jobs and internships near you.,Business,4.1,True,0.0,"10,000+",12M,Everyone,False,False
Easy Cake Recipes And Ideas,Food & Drink,0.0,True,0.0,10+,10M,Everyone,True,False
Blue Invader,Action,4.5,True,0.0,"1,000+",9.1M,Everyone,True,True
10 Civic Place,Lifestyle,0.0,True,0.0,10+,59M,Everyone,False,False
Radio Cuore App Live Italia,Music & Audio,0.0,True,0.0,50+,6.6M,Mature 17+,True,False
mElimu-Student,Productivity,3.3,True,0.0,"10,000+",51M,Everyone,False,False
Business Continuity,Business,0.0,True,0.0,50+,6.3M,Everyone,False,False
"Book, England, My England",Books & Reference,0.0,True,0.0,5+,7.1M,Teen,True,False
Shallow - Lady Gaga Rush Tiles Magic Hop,Casual,0.0,True,0.0,500+,53M,Everyone,True,False
Rmmb,Tools,0.0,True,0.0,10+,4.5M,Everyone,False,False
Lullaby Toy,Casual,4.0,True,0.0,"1,000+",Varies with device,Everyone,False,False
DoWhistle Partner,Travel & Local,0.0,True,0.0,100+,20M,Teen,False,False
Quito Map and Walks,Travel & Local,4.2,True,0.0,"1,000+",73M,Everyone,True,True
Pioneer Trust Bank Mobile Bank,Finance,4.4,True,0.0,500+,68M,Everyone,False,False
Calculadora Balling,Tools,4.7,False,2.49,100+,2.8M,Everyone,False,False
Silver Wallpaper,Personalization,4.0,True,0.0,"1,000+",12M,Everyone,True,False
텍스트로 제공하는 날씨 - 날씨탐정,Weather,0.0,True,0.0,10+,29M,Everyone,True,False
VHP Check In,Productivity,0.0,True,0.0,100+,88M,Everyone,False,False
Birds Hunter:Jungle shooting games free,Arcade,3.2,True,0.0,"10,000+",43M,Everyone 10+,True,False
Word Chess - Free,Word,0.0,True,0.0,100+,14M,Everyone,True,False
Revenge Brave Ninja Summoner Frontier,Role Playing,0.0,True,0.0,50+,48M,Everyone 10+,True,False
English Vocabulary Sound Quiz Game,Trivia,0.0,True,0.0,500+,16M,Everyone,True,False
"Crear Abundancia Y Prosperidad, Meditación Gratis",Health & Fitness,0.0,True,0.0,50+,8.1M,Mature 17+,True,False
Thai Vietnamese Translator,Education,4.1,True,0.0,"1,000+",16M,Everyone,True,False
word for children,Education,0.0,True,0.0,100+,16M,Everyone,True,False
SDA - Semana de Avivamento,Events,4.8,True,0.0,"1,000+",51M,Everyone,False,False
AMCA Spec,Business,0.0,True,0.0,100+,2.0M,Everyone,False,False
Find Sridevi Movie Names,Trivia,4.5,True,0.0,"10,000+",11M,Everyone,True,False
Cartoon Crush,Casual,4.5,True,0.0,"100,000+",98M,Everyone,True,True
BEO AR - Augmented Reality on Remote Assistance,Communication,5.0,True,0.0,50+,46M,Everyone,False,False
Puzzle Toy,Puzzle,4.7,True,0.0,"10,000+",28M,Everyone,True,False
RingRing battery indicator for Hole Punch Camera,Personalization,3.7,True,0.0,"100,000+",7.5M,Everyone,True,True
Wupp'n'go,Events,0.0,True,0.0,100+,30M,Everyone,False,False
Hoop City,Health & Fitness,0.0,True,0.0,50+,18M,Everyone,False,False
Temple Tests,Puzzle,0.0,True,0.0,10+,29M,Everyone,True,True
YOYO Tuition,Education,3.9,True,0.0,100+,1.5M,Everyone,False,False
Halloween Makeup Photo Editor 2019,Entertainment,2.8,True,0.0,"10,000+",7.9M,Mature 17+,True,False
Afirmações Positivas - Life Coach Sheila Gaspar,Entertainment,0.0,True,0.0,100+,6.1M,Everyone,True,False
Domino dash,Arcade,3.8,True,0.0,"1,000+",17M,Everyone,True,False
Radio España  free FM AM music online 2020,Music & Audio,0.0,True,0.0,"1,000+",5.4M,Teen,True,False
Riyad as-Salihin - english,Books & Reference,4.6,True,0.0,"10,000+",5.3M,Everyone,False,False
Frases bonitas de Reflexión y Motivación,Lifestyle,4.5,True,0.0,"1,000+",9.8M,Teen,True,False
Missile Maneuver,Arcade,4.5,True,0.0,500+,44M,Teen,False,False
MepLife Salud,Health & Fitness,0.0,True,0.0,100+,32M,Everyone,False,False
Radio Golden Flash,Music & Audio,0.0,True,0.0,50+,7.4M,Everyone,False,False
Bubble Cats - Bubble Shooter Pop Bubble Games,Puzzle,4.4,True,0.0,"10,000+",46M,Everyone,True,True
Memory Game,Puzzle,4.3,True,0.0,"100,000+",9.4M,Everyone,True,False
colour wallpaper hd - solid colour background,Productivity,0.0,True,0.0,100+,16M,Everyone,False,False
AERA,Books & Reference,3.2,True,0.0,"5,000+",33M,Everyone,True,False
HIMPUNAN DOA HARIAN DAN MP3,Entertainment,4.8,True,0.0,"10,000+",7.1M,Everyone,True,False
My Digital Basecamp,Business,0.0,True,0.0,500+,55M,Everyone,False,False
Work notebooks by Rubio,Education,2.6,True,0.0,"100,000+",22M,Everyone,False,True
LolaFlora - Flower Delivery,Shopping,3.8,True,0.0,"100,000+",92M,Everyone,False,False
D&M Carriers,Productivity,0.0,True,0.0,10+,54M,Everyone,False,False
Sago Mini Monsters,Education,4.6,False,3.99,"10,000+",83M,Everyone,True,False
Activa Tu Mente,Entertainment,4.4,True,0.0,500+,7.5M,Everyone,True,False
Jekyll Island,Travel & Local,5.0,True,0.0,"1,000+",22M,Everyone,False,False
Charlie,Business,0.0,True,0.0,10+,5.0M,Everyone,False,False
"Ням-Ням: Доставка еды (пицца, суши, вок) в Томске",Food & Drink,4.6,True,0.0,"1,000+",9.9M,Everyone,False,False
DroidMSG - Chat & Video Calls,Dating,3.7,True,0.0,"100,000+",8.0M,Mature 17+,True,True
Love images Love Romantic images with love,Entertainment,4.9,True,0.0,"100,000+",7.4M,Everyone,True,False
Grade 6 Math,Education,0.0,True,0.0,50+,35M,Everyone,True,False
Name the KPop Girl Group,Trivia,4.3,True,0.0,"50,000+",48M,Everyone,True,False
205 dand همه آهنگ ها,Music & Audio,4.0,True,0.0,"5,000+",9.8M,Teen,True,False
Be Fit,Health & Fitness,0.0,True,0.0,1+,36M,Everyone,True,False
"Radio el salvador, emisora",Music & Audio,0.0,True,0.0,10+,7.7M,Teen,True,False
Theme for Vivo Y11,Personalization,3.5,True,0.0,"100,000+",6.7M,Everyone,True,False
Park City Mountain Conditions,Weather,0.0,True,0.0,100+,3.2M,Everyone,False,False
Mantora,Shopping,0.0,True,0.0,10+,4.7M,Everyone,False,False
Sinhala Wadan Stickers,Social,3.6,True,0.0,"5,000+",2.2M,Teen,False,False
How to Draw Realistic Person with Pencil - FREE,Art & Design,3.0,True,0.0,"100,000+",10M,Everyone,True,False
Video Par Photo Lagana Wala App - Video Pe Photo,Video Players & Editors,3.9,True,0.0,"10,000+",28M,Everyone,True,False
Texas-Bander Poker,Casino,3.5,True,0.0,"10,000+",63M,Teen,True,True
TaggingApp,Business,0.0,True,0.0,5+,6.1M,Everyone,False,False
Dress Up Make Up Game - Fashion,Role Playing,3.2,True,0.0,"1,000+",27M,Everyone,True,False
دليل برامج الحاسوب,Education,4.6,True,0.0,"100,000+",3.6M,Everyone,True,False
Pagar Nusa Indonesia,Books & Reference,0.0,True,0.0,500+,10M,Everyone,True,False
RedAwning,Travel & Local,3.9,True,0.0,"10,000+",5.4M,Everyone,False,False
JustTV - Check Most Popular TV Shows Details,Lifestyle,0.0,True,0.0,10+,5.9M,Everyone,True,False
How To Build a House,Art & Design,0.0,True,0.0,100+,5.0M,Everyone,True,False
Portland Memorial Baptist,Education,0.0,True,0.0,50+,12M,Everyone,False,False
Rádio Alcançando Vidas,Music & Audio,0.0,True,0.0,10+,7.5M,Everyone,False,False
Sassy Grace N Charm Boutique,Shopping,0.0,True,0.0,10+,28M,Everyone,False,False
MP3 Music Downloader - MusicMate,Music & Audio,4.0,True,0.0,"10,000+",Varies with device,Everyone,True,False
Bruninho e Livinho - Beijinho Gostoso - Offline,Music & Audio,4.1,True,0.0,"100,000+",9.9M,Everyone,True,False
Motorbike - Wheelie King 2 - King of wheelie bikes,Racing,4.2,True,0.0,"500,000+",71M,Everyone,True,True
Varsity Bound,Sports,2.1,True,0.0,"10,000+",9.5M,Everyone 10+,False,False
cvDragon NextGen Resume Builder: Create Perfect CV,Productivity,4.7,True,0.0,"10,000+",74M,Everyone,False,False
Surah A’laa audio mp3 offline,Music & Audio,0.0,True,0.0,1+,7.4M,Everyone,True,False
Campus Hear Say,News & Magazines,0.0,True,0.0,50+,4.5M,Everyone,True,False
ভালোবাসার বাংলা এসএমএস - Love sms,Lifestyle,4.2,True,0.0,"5,000+",2.6M,Everyone,True,False
Fitness Girls Dresses Photo Suit Editor,Photography,3.7,True,0.0,"50,000+",5.8M,Everyone,True,False
《佛學十四講表》講解,Books & Reference,4.9,True,0.0,"1,000+",1.3M,Everyone,False,False
Shiv Ringtones,Music & Audio,4.0,True,0.0,"10,000+",11M,Everyone,True,False
Sun Stereo Guadeloupe,Auto & Vehicles,0.0,True,0.0,10+,11M,Everyone,False,False
StepsIN,Productivity,0.0,True,0.0,5+,7.8M,Everyone,False,False
Brendan's Fish & Chips,Lifestyle,4.6,True,0.0,"1,000+",19M,Everyone,False,False
CityOS Air,Lifestyle,4.6,True,0.0,"1,000+",Varies with device,Everyone,False,False
শুভ জন্মদিনের এসএমএস  ২০২০Happy Birthday sms-2020,Lifestyle,4.5,True,0.0,"5,000+",3.6M,Everyone,True,False
Asteroid,Casual,0.0,True,0.0,10+,12M,Everyone,False,False
Indian Flag Stickers for whatsapp - WAStickersApp,Social,0.0,True,0.0,500+,15M,Everyone,True,False
Obstacle Runner,Casual,0.0,True,0.0,100+,17M,Everyone,False,False
Cesare Pavese Quotes,Books & Reference,0.0,True,0.0,50+,4.4M,Teen,True,False
🍬👧Candy Girl Makeup - Dress up Game,Casual,4.2,True,0.0,"500,000+",36M,Everyone,True,False
Duplicate File Remover - Delete Duplicate Files,Productivity,3.2,True,0.0,"1,000+",4.7M,Everyone,True,False
AadharCashPoint,Business,0.0,True,0.0,10+,12M,Everyone,False,False
Onewheel,Lifestyle,4.0,True,0.0,"50,000+",Varies with device,Everyone,False,False
Emmanuel Mgogo songs- Christian gospel songs.,Music & Audio,0.0,True,0.0,"1,000+",9.6M,Teen,True,False
J42 - Random Number Generator,Tools,4.0,True,0.0,"10,000+",5.4M,Everyone,False,False
Duet Display,Productivity,4.0,False,9.99,"50,000+",24M,Everyone,False,True
Text On Photo - Text Editor,Photography,4.2,True,0.0,"500,000+",18M,Everyone 10+,True,False
La Dolce Vita,Food & Drink,0.0,True,0.0,100+,14M,Everyone,False,False
Save Cute Animals,Adventure,0.0,True,0.0,10+,28M,Everyone,True,False
Quitr,Social,0.0,True,0.0,10+,49M,Mature 17+,False,False
Name Generator and Finder,Entertainment,0.0,True,0.0,100+,617k,Everyone,False,False
Piyasasına - Türkiye'nin Alım-Satım Platformu,Shopping,3.5,True,0.0,"10,000+",3.9M,Everyone,False,False
Cute Wallpapers - Kawaii,Personalization,4.6,True,0.0,"5,000,000+",39M,Everyone,True,False
Falkensteiner Katschberg App,Travel & Local,4.6,True,0.0,"1,000+",13M,Everyone,False,False
Jewel Tones match 3 jewel games,Adventure,4.4,True,0.0,"1,000+",30M,Everyone,True,True
Moneywise Matters,Finance,0.0,True,0.0,10+,8.1M,Everyone,False,False
Neuflize OBC Bourse,Finance,0.0,True,0.0,50+,6.2M,Everyone,False,False
Islamic Kalmas Offline,Education,0.0,True,0.0,100+,3.4M,Everyone,True,False
Médico Ortopedia Simulados Concurso Público,Education,0.0,True,0.0,100+,7.3M,Everyone,False,True
Ideation,Business,0.0,True,0.0,10+,3.9M,Everyone,False,False
Ranalli's Lincoln Park,Food & Drink,0.0,True,0.0,10+,17M,Everyone,False,False
Nav Jyoti Sr. Sec School,Education,4.3,True,0.0,100+,38M,Everyone,False,False
Surah Anfal,Books & Reference,4.6,True,0.0,"5,000+",26M,Everyone,True,False
UpVate Deficiency Clear,Business,0.0,True,0.0,50+,12M,Everyone,False,False
Gold Trader,Business,0.0,True,0.0,500+,16M,Everyone,True,False
Quiz LoL,Word,0.0,True,0.0,5+,9.6M,Everyone,True,False
Otlubli vendor,Business,0.0,True,0.0,1+,4.3M,Everyone,False,False
"Miss Hollywood® - Lights, Camera, Fashion!",Casual,4.0,True,0.0,"1,000,000+",38M,Everyone,True,True
Aquarium 3D Video Wallpaper,Personalization,4.5,True,0.0,"50,000+",13M,Everyone,True,False
Lagu Pramuka Lengkap,Music & Audio,4.6,True,0.0,"5,000+",38M,Everyone,True,False
Latest Offers Saudi Arabia | Offers & Coupons,Shopping,4.3,True,0.0,"100,000+",7.8M,Teen,True,False
Air Evac Lifeteam Protocols,Medical,5.0,True,0.0,"1,000+",47M,Everyone 10+,False,False
(100) questions and answers about the Companions,Education,0.0,True,0.0,100+,4.1M,Teen,True,False
SPAR Handbook,Business,0.0,True,0.0,"1,000+",7.3M,Everyone,False,False
سلاسل تمارين في الفيزياء بكالوريا,Education,4.7,True,0.0,"5,000+",24M,Everyone,True,False
Raid Naked Icon Pack,Personalization,4.6,False,0.99,100+,79M,Everyone,False,False
Football Quiz: Guess the player,Sports,3.6,True,0.0,"100,000+",48M,Everyone,True,True
Vyprano,Business,1.8,True,0.0,"1,000+",7.2M,Everyone,False,False
AJNN (Official),News & Magazines,4.2,True,0.0,"5,000+",3.8M,Everyone,True,False
RUS Ruble x Paraguayan Guarani,Finance,0.0,True,0.0,10+,4.2M,Everyone,True,False
Token,Entertainment,3.2,True,0.0,"10,000+",34M,Teen,False,False
Seawings Resellers,Business,0.0,True,0.0,50+,16M,Everyone,False,False
VotTak — Best Videos. Endless Fun. Newest Content,Entertainment,4.0,True,0.0,"1,000,000+",15M,Mature 17+,True,False
Highway Engineering MCQ,Education,0.0,True,0.0,500+,3.0M,Everyone,True,False
Julklappsleken,Casual,4.2,True,0.0,500+,2.6M,Everyone,True,False
Green Premium,Art & Design,0.0,True,0.0,50+,43M,Everyone,False,False
GO LauncherEX French language,Productivity,3.8,True,0.0,"1,000,000+",277k,Everyone,False,False
my.t billpay,Finance,3.1,True,0.0,"50,000+",29M,Everyone,False,False
Pub Guide,Tools,0.0,True,0.0,100+,7.9M,Everyone,True,False
HansaBorgPro,Business,0.0,True,0.0,1+,57M,Everyone,False,False
Motos Brussel·les,Travel & Local,0.0,True,0.0,1+,4.9M,Everyone,False,False
Learning Multiplied,Education,0.0,True,0.0,5+,23M,Everyone,False,False
Mechanical Empire theme,Personalization,4.4,True,0.0,"10,000+",6.7M,Everyone,True,False
Pixel Wizard: Ultimate Edition,Arcade,4.2,True,0.0,"500,000+",69M,Teen,False,True
Smartball,Arcade,0.0,True,0.0,100+,4.4M,Everyone,False,False
Hindi Weight Loss Gain Tips,Entertainment,4.2,True,0.0,"10,000+",3.3M,Everyone,False,False
Receta fácil y deliciosa de Salmón Al Horno,Books & Reference,0.0,True,0.0,10+,13M,Everyone,False,False
Citizen FM 97.5,Communication,4.9,True,0.0,"1,000+",6.1M,Everyone 10+,True,False
LETICA,Business,3.2,True,0.0,"1,000+",17M,Everyone,False,False
Fantasy Name Generator,Entertainment,3.6,True,0.0,"1,000+",7.2M,Everyone,True,False
100++ Kompilasi Lagu Galau Sedih Romantis,Music & Audio,4.1,True,0.0,"5,000+",98M,Everyone,True,False
4D Result 万字开彩成绩,Lifestyle,4.2,True,0.0,"100,000+",Varies with device,Everyone,True,True
Bubble Link 2019,Puzzle,0.0,True,0.0,500+,16M,Everyone,True,False
Milnutri,Entertainment,0.0,True,0.0,100+,22M,Everyone,False,False
Dubai Photo Editor,Photography,4.6,True,0.0,"1,000+",20M,Everyone,True,False
أغنية أمي ثم أمي,Music & Audio,4.6,True,0.0,"50,000+",21M,Everyone,True,False
POPCRU National,Business,0.0,True,0.0,50+,23M,Everyone,False,False
GKB El Bethel,Personalization,0.0,True,0.0,5+,18M,Teen,False,False
Imagenes y Frases de Decepción,Personalization,4.4,True,0.0,"5,000+",11M,Everyone,True,False
TeleMed Nigeria,Medical,0.0,True,0.0,100+,45M,Everyone,False,False
Guide For Gacha Life – Club Tips 2021,Entertainment,3.2,True,0.0,"100,000+",9.3M,Everyone,True,False
Jacobs Media,News & Magazines,0.0,True,0.0,50+,9.9M,Everyone,False,False
Arzoo Weds Umang,Photography,0.0,True,0.0,10+,1.2M,Everyone,False,False
Space Block,Action,0.0,True,0.0,10+,25M,Everyone,True,False
Tactalyse,Sports,0.0,True,0.0,10+,4.6M,Teen,False,False
maatwerk,Business,3.6,True,0.0,"1,000+",2.8M,Everyone,False,False
Recall Alert For Life,Business,0.0,True,0.0,10+,51M,Everyone,True,False
한국외국어대학교 법학전문대학원 원우회,Communication,0.0,True,0.0,100+,3.0M,Everyone,False,False
Setesdølen,News & Magazines,4.3,True,0.0,100+,27M,Everyone,True,False
ElserTrack Mobile,Auto & Vehicles,0.0,True,0.0,10+,5.7M,Everyone,False,False
Super Bright LED Flashlight 2018,Tools,0.0,True,0.0,10+,5.1M,Everyone,True,False
Bank Credit Linkage,Tools,0.0,True,0.0,"1,000+",4.4M,Everyone,False,False
LDC UDC Clerk Test,Education,0.0,True,0.0,100+,20M,Everyone,True,False
African Braid Styles 2021,Beauty,4.2,True,0.0,"10,000+",11M,Everyone,True,False
FoodsAtlas:Find any recipe you want,Food & Drink,5.0,True,0.0,10+,18M,Everyone,True,False
Watch Faces & Mi Band,Tools,2.9,False,2.49,500+,17M,Everyone,False,False
Recover Deleted All Messages And Images,Tools,4.5,True,0.0,"100,000+",8.6M,Everyone,True,False
Physics in Hindi - भौतिक विज्ञान,Education,3.0,True,0.0,"1,000+",3.7M,Everyone,True,False
Сарф Илми,Education,4.8,True,0.0,"10,000+",2.2M,Everyone,False,False
Home Button,Tools,4.4,True,0.0,"100,000+",2.7M,Everyone,True,False
